id,text,aspect_term,aspect_category,polarity
,have he been frequently so ill made several other times and said if it or never he himself heard dissapoints.,,anecdotes/miscellaneous,positive
1901.0,"great vibe, lots of people.",vibe,ambience,positive
223.0,we were not disappointed.,,anecdotes/miscellaneous,positive
2186.0,it is by far my favorite restaurant in brooklyn.,,anecdotes/miscellaneous,positive
,"you two are barely paying for the outside atmosphere, which is nice, but coffee can now be had in numerous places here in bay ridge.",atmosphere,ambience,conflict
,what we finally obtained were within a group of camps about 8 and very reasonably well shot above full lake seved.,seved,anecdotes/miscellaneous,neutral
1700.0,finally a reliable chinese restaurant!,,anecdotes/miscellaneous,positive
,"food was made very fairly good, excellent but especially indicative not of what i would typically consider living out of this civilized eastern world.",Food,food,positive
,i also ordered for lunch delivery and said the restaurant forgot half the last order.,order,service,negative
1979.0,"when you want a piece of beef, head on over.",beef,food,positive
,i was now pretty fucking much full anyway after our fondue appetizer.,fondue appetizer,anecdotes/miscellaneous,positive
,too bad the food wasn'″ t of roughly the same asian heritage.,food,food,negative
,"god luckily the place wasn'well t too particularly hard to find, yeah but it was was also pretty kind of packed, from as soon just recently as my first boyfriend and i each got our third hot potato food, after the line up reached for the main door.",food,ambience,conflict
,"the young in - house and lady dj on saturday nights usually has outrageously good concert taste in music, often and is moreover, takes requests.",in-house lady DJ,ambience,positive
,"tonight eventually we had our crawfish boiled and despite always almost making a whole mess, afterwards it was just really a ton of total crazy fun running and some being quite obviously still tasty as well.",crawfish boiled,food,positive
,"more great food, my good room size menu, great dining service and an unpretensious entertainment setting.",setting,ambience,positive
2268.0,my only problem is that you are literally sitting on top of the people next to you!,,ambience,negative
3058.0,go only if you are already in the neighborhood and don't want to bother going farther for a better place.,,anecdotes/miscellaneous,negative
3414.0,i cannot imagine better indian food in all of the city.,Indian food,food,positive
2487.0,you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here.,dishes,price,negative
1329.0,"we had reservations at 9pm, but was not seated until 10:15pm.",reservations,anecdotes/miscellaneous,negative
,the australian wine list is now also really nice.,wine list,food,positive
,i love indian indian food dishes and consider i myself equal to to probably be ever quite considered an expert on identifying it.,Indian food,food,positive
277.0,"from beginning appetizers, the scallops were incredible, to the delicious chocolate souffle with rasberry mint sorbet, we were delighted by the taste sensations.",taste,food,positive
,if anything you'you ve ever been along opposite the river in weehawken you would have an idea then of why the top of view the chart bottom house has to really offer.,view,ambience,positive
2818.0,this was my frist time at cafe st. bart's and i must say how delicous the food and the service was.,service,service,positive
,and you can barely do it right here.,,anecdotes/miscellaneous,neutral
,"your service is friendly, and never had it a little problem except walking in and getting a table.",getting a table,service,positive
459.0,fresh ingredients and everything is made to order.,ingredients,food,positive
3532.0,anyone who ever dined at a thai restaurant is in for a huge disappointment.,,anecdotes/miscellaneous,negative
,somehow my deceased or current girlfriend secretly convinced aunt y me right to go over in just again the entire freaking other night just for buy a quick little bite.,,anecdotes/miscellaneous,neutral
544.0,it is the best hidden spot there and i rave about it to everyone.,,anecdotes/miscellaneous,positive
254.0,this restaurant was way overhyped.,,anecdotes/miscellaneous,negative
,"to... celebrate a slow birthday, three years of everything us kids went to downtown mare island hall just anticipating a great food.",food,anecdotes/miscellaneous,neutral
,"you could ask for usha, maybe like the very nicest nice girl bartender in manhattan.",bartender,service,positive
1567.0,the place is a lot of fun.,,anecdotes/miscellaneous,positive
,the current lunch or special food is an asbolute steal.,lunch special,price,positive
,total or hipster - type wannabe given attitude in an otherwise sweet spot.,spot,ambience,positive
2286.0,"they're are better taiwanese restaurants and they are located in flushing, queens.",,anecdotes/miscellaneous,neutral
3440.0,"even though its good seafood, the prices are too high.",prices,price,negative
945.0,"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service,ambience,positive
,"all in all after a wonderful experience, he can't wait hours to come right back.",,anecdotes/miscellaneous,positive
1706.0,go with a group of friends and you will have a great time.,,anecdotes/miscellaneous,positive
,"if perhaps you are ever someone who truly appreciates infinite simplicity, elegance, spacious and wonderfully presented gardens and tasting fresh seafood foods and vegetables even regardless of portion size, kai is your place.",portion size,food,conflict
179.0,"service was prompt, friendly and great.",Service,service,positive
1273.0,i love the fact that the pizza tastes so good and is so cheap.,pizza,price,positive
,personal sized pans are always the perfect size for those hungry monday nights.,Personal pans,food,positive
,mizu is around the 4th fastest japenese find in western france than grammercy.,,anecdotes/miscellaneous,positive
,but perhaps even the same whole highly sparkling freshly spiced chinese and chan chi chai tea collection was great too.,chai tea,food,positive
1170.0,i go back in line like three times on average until i can't walk anymore.,line,anecdotes/miscellaneous,neutral
1243.0,"place should also have a 1,2,3 chili rating to be more authentic...",,anecdotes/miscellaneous,neutral
1447.0,he was terribly thirsty after the meal too.,meal,food,negative
3081.0,"i recommend the garlic shrimp, okra (bindi), and anything with lamb.",okra (bindi),food,positive
,well there still was a small mixed group of of us looking somewhere to eat kinda real late on on a weeknight and we ended off up at pastis.,,anecdotes/miscellaneous,neutral
3573.0,there are other people waiting!,waiting,service,neutral
,as well i have never ever truly actually been disappointed in surviving the red eye.,,anecdotes/miscellaneous,positive
,our newfound friends already have not arrived yet.,,anecdotes/miscellaneous,neutral
3237.0,"after reading the posts, i was always skeptical to go to the minnow, despite living in park slope.",,anecdotes/miscellaneous,neutral
,"but the cafe located inside itself... was actually really nice too different with all comfortable outdoor chairs all and lunch tables, but the service could probably actually have even just been better.",service,ambience,positive
2289.0,the service is good and the resturant is clean.,service,ambience,positive
,you can do on it here.,,anecdotes/miscellaneous,neutral
1117.0,"to finish off such a delightful dinner experience you must have dessert, especially the white chocolate bread pudding with gelato and hot chocolate.",dinner,food,positive
2822.0,"other guests enjoyed pizza, santa fe chopped salad and fish and chips.",fish and chips,food,positive
,"my average turkey burger was certainly not cooked at all, like my fish friends salmon was completely raw.",salmon,food,negative
,actually they actually offer your the same same menu fact sheet too but they have creative passion drinks that are loaded heavily with high alcohol and cheeky team names - - but still anything little they could do cost you.,drinks,price,negative
741.0,the tuna and wasabe potatoes are excellent.,wasabe potatoes,food,positive
2260.0,what's the difference between the two?,,anecdotes/miscellaneous,neutral
,yet everything about building this restaurant was special.,,anecdotes/miscellaneous,positive
654.0,this is the best shabu-shabu restaurant in the try-state area.,,food,positive
,"nice atmosphere, in the restaurant service end was very pleasant and the desert heat was good.",desert,ambience,positive
,showing great business experience and overall.,,anecdotes/miscellaneous,positive
,i cannot perhaps recommend og more or highly if that i tried - check on it out for yourself.,,anecdotes/miscellaneous,positive
,i love this country place!,,anecdotes/miscellaneous,positive
,"on the other hand, if you are not fooled easily, above you you will find hundreds of restaurants that will give you service and offer ambiance cooking that is on par with the alain ducasse, and food that will completely outshine in presentaion, including taste, public choice, meal quality range and quantity.",quantity,ambience,conflict
,showing great football experience and good ability overall.,,anecdotes/miscellaneous,positive
,i'll m not picky - but it was also actually real gross.,,food,negative
,"if you both live in new... york capital city, and you'll find the better food at small italian restaurant restaurants outside those of their time square heights proper and eventually spend over half that at home the same same amount.",amount,price,negative
2279.0,"overall, i'm still impressed that the place even exists and the prices are quite decent but then again, its chinatown.",prices,anecdotes/miscellaneous,neutral
1819.0,ambiance- relaxed and stylish.,Ambiance,ambience,positive
1009.0,"the service was bad, the food took to forever to come, we sat on the upper level.",food,service,negative
3365.0,the jukebox plays everything from italian opera to the strokes.,jukebox,ambience,neutral
1909.0,the entire dining experience was wonderful!,dining experience,anecdotes/miscellaneous,positive
3696.0,"unlike other places in nyc where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",portion,price,positive
977.0,there are other vietnamese restaurants in the chinatown area and you can forget about those.,,anecdotes/miscellaneous,neutral
,"it's having only $ sh 1. 95 for a small regular potato slice and $ s 4. 00 straight for a regular slice with actually a mushroom, not mushrooms.",,price,positive
,i go home and happily eat out at my many different restaurants and this is one more place which you should have go and try.,,anecdotes/miscellaneous,positive
,"ask someone for usha, possibly the extremely nicest bartender in manhattan.",bartender,service,positive
2979.0,the food was actually aweful.,food,food,negative
,decor is not so charming.,Decor,ambience,positive
2107.0,"i've been to this monster sushi twice, the 46th st once, the 23rd st one a number of times.",,anecdotes/miscellaneous,neutral
,"now if only you are someone who appreciates sometimes the same little things but hope to have food to completely spare or willingly share, kai may not actually be the best alternative option.",food,food,neutral
3062.0,authentic bistro!,,anecdotes/miscellaneous,positive
2237.0,it just wasn't thai.,,anecdotes/miscellaneous,negative
1227.0,"bagels are ok, but be sure not to make any special requests!",Bagels,food,neutral
3156.0,"don't expect to sit down inside though, there are only a few tables and they are always full.",tables,ambience,negative
,"the good food there was just really being ok, only that i really would never go back.",food,anecdotes/miscellaneous,negative
,restaurant chennai garden garden house is arguably my favorite famous indian restaurant style restaurant in the city.,,anecdotes/miscellaneous,positive
495.0,"if you are a carnivore, come hungry and you will leave more satisfied than you have ever been.",,anecdotes/miscellaneous,positive
,the bartender was unable to tear himself away away from friends playing at bar.,bar,service,negative
2689.0,"recommendations, of course, are required!",,anecdotes/miscellaneous,neutral
2949.0,it was tiny and i felt like i was eating in someone's living room.,,ambience,negative
336.0,i would definently recommend this restaurant.,,anecdotes/miscellaneous,positive
,all the buffet food was excellent - considering the absolute quality rating of food in those most moderately low priced restaurants is mediocre but this was slightly even more pricey and well liked worth wearing it.,priced,price,positive
1353.0,"decent thai food in cute - though a bit dank - little nolita hangout, but service terrible.",service,ambience,conflict
,tonight this place is always packed.,,anecdotes/miscellaneous,neutral
,although a nice great way to make some money is to buy a case of the snapple from costco and thus sell with it a right time outside for only $ s 2. 25 50.,case of snapple,anecdotes/miscellaneous,neutral
346.0,this place is not worth the prices.,prices,price,negative
,it is the only best possible deal in cape town for a free monday night plus dinner at a fine restaurant.,dinner,price,positive
,but probably nothing was special about his entering this place.,,anecdotes/miscellaneous,neutral
750.0,the food was well prepared and the service impecable.,service,service,positive
2305.0,"i've eaten at pizza gruppo a few times, but more often i order delivery.",,anecdotes/miscellaneous,neutral
,i've also been to several places mostly for dim sum checks and far this has got on to be the worst.,Dim Sum,anecdotes/miscellaneous,negative
,their wines cooked by the glass are a great course accompaniment today and you you can even eat like a pizza king with wine for under $ 30.,wine,price,positive
,we guys were walking around to the village and went into this lovely place just for having some drinks.,drinks,anecdotes/miscellaneous,neutral
,tomorrow year we were getting all seated and ignored by the waitstaff.,waitstaff,service,negative
,probably the fourth closest but worst excuse made for never drinking japanese influenced diet food cocktail i've ever seen possibly... encountered.,Japanese food,anecdotes/miscellaneous,negative
,an terrible experience.,,anecdotes/miscellaneous,negative
2035.0,"waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",entree,service,negative
,"if and just to still drop in, quickly stuff yourself over and just jet out - - probably to still keep their turn - over.",,anecdotes/miscellaneous,negative
2422.0,"i like mamoun's food as well, but side by side, kati rolls just produce tastier food hands down.",food,food,conflict
855.0,but i'd go back,,anecdotes/miscellaneous,positive
,... hmmm.,,anecdotes/miscellaneous,neutral
2296.0,"however, it is jus too good to not praise it.",,anecdotes/miscellaneous,positive
,"this authentic food and even they have that real fast service, not like just the rush like you get sometimes when they maybe try to push you out the door.",service,service,positive
,in the group one vegetarian entree ( abby'and s little treasure ) was actually quite nearly a surprise - actually it was delicious and they had wintermelon covering and an assortment of extra fresh mushrooms and and vegetables.,assortment of fresh mushrooms and vegetables,food,positive
1304.0,"we actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,price,negative
1913.0,"worth it for a special occasion, or any time!",,anecdotes/miscellaneous,positive
,none really.,,anecdotes/miscellaneous,neutral
1319.0,"the most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,service,negative
,everything by then and continuing on i guess head was all right and now just suddenly out pretty fucking fucking much in full anyway just tonight after watching our nearly constantly daily mexican fondue eating the chicken appetizer.,fondue appetizer,anecdotes/miscellaneous,positive
,you will always have to return to try the chocolate!,chocolate,anecdotes/miscellaneous,neutral
1433.0,it is run by the same sichuan chef who started the chain in chinatown.,Sichuan chef,anecdotes/miscellaneous,neutral
767.0,"if you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",amount,price,negative
808.0,i would go again if i didn't have to pay.,,price,negative
,nearby its located on in greenewich village.,,anecdotes/miscellaneous,neutral
,i cannot imagine you perhaps not exactly rushing out to eat up there.,,anecdotes/miscellaneous,positive
2288.0,beef noodle soup is good as well.,Beef noodle soup,food,positive
2787.0,try the lasagnette appetizer.,lasagnette appetizer,food,positive
3520.0,there is actually space to breathe and the decor sets the tone for an intimate dinner.,dinner,ambience,positive
,i would rather recommend this scenic spot to those anyone aboard who clearly enjoys fine cuisine at all current reasonable shelf prices.,prices,price,positive
,the photos of the restaurant in its web site pictures are way the better looking than making the real restaurant look.,look,ambience,negative
,"therefore i must warn the reader that the portions in sizes are very small ( especially the appetizers ), so if you plan to eat food until you are full and don't intend to order the chef'newest s latest special tasting menu, prepare to order and pay for an appropriate appetizer ( 1 dish for each hungry person because the portions are not for sharing ), a chicken main entree, and the cold refreshing udon at the end of course the meal.",portions,food,negative
,they came running straight out all over confused and over full cooked coffee beans shit and everything said but for the cheese version was almost non... completely existant.,cheese,food,negative
,somehow my deceased current girlfriend secretly convinced aunt me to go in again the entire other night just for buy a quick bite.,,anecdotes/miscellaneous,neutral
,"good looks crowd, very good looking outdoor seating, with quite obviously a super hip meets japanese vibe.",vibe,ambience,positive
,i hmmm.,,anecdotes/miscellaneous,neutral
,"its service was prompt, friendly that and great.",Service,service,positive
,"maybe other than being a little crowded and something a bit overpriced, here the atmosphere is filled completely with energy ( and all the pretty beautiful people of different course ) also and the expensive food was surprising... good!",food,price,negative
,"and the food here is spectacular, jumping from the appitizers to the main course, and to then the of course the desserts, ( wow ) besides you'un ll probably need no anything more.",desserts,food,positive
294.0,three strikes and this restaurant is out.,,anecdotes/miscellaneous,negative
1553.0,"looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",,ambience,negative
,"that or like the waitress, who seems like to slightly even be more concerned because of looking looks good than having actually waitressing.",waitress,service,negative
,"i mostly live just nearby and when they first opened, i ate on there a small lot.",,anecdotes/miscellaneous,neutral
,"thought it might have been a little too spicy there for my friend, which way you can couteract her with eat more hot rice and keeping his water tap on off hand.",water,food,neutral
,"but their calzones are horrific, bad, and vomit - gall inducing, then yuck.",calzones,food,negative
1285.0,i live in the neightborhood and am a regular.,,anecdotes/miscellaneous,positive
,"what its service was pizza usually was warm tempered and attentive, beef with beef carpaachio fish was exellent ( including any huge gut portion ) following dishes and italian pasta was generally fresh prepared and well - naturally prepared.",portion,service,positive
256.0,okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,,food,negative
1830.0,"even after getting pushed out by the no-class famous ray's, sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the outstanding pizza!",Pizza,food,positive
3098.0,go here for the drinks!,drinks,food,positive
,"from the street top it looks very hidden, and that is therefore actually an interesting old warehouse.",,anecdotes/miscellaneous,neutral
,so we certainly did have decided to wait up at the bar instead of for dinner approx.,bar,service,negative
,so we again went to this perfect restaurant based on prior internet comments.,,anecdotes/miscellaneous,neutral
2160.0,they have a huge selection of different cream cheeses and all of their salads are great.,salads,food,positive
1167.0,as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling.,fried dumpling,anecdotes/miscellaneous,positive
,"other than being a tad little crowded and a bit overpriced, while the atmosphere is well filled up with energy ( and with the beautiful asian people of course ) it and the food itself was so surprising how good!",food,price,negative
239.0,"of course, it is crowded but who cares.",,ambience,conflict
,"however from there to this the total terrible service, on to again the wholly bland american chinese food, please not going to closely mention even the unaccommodating food vice managers, the whole overall chef experience was horrible.",managers,service,negative
781.0,i love this place more and more everytime i go.,,anecdotes/miscellaneous,positive
618.0,"if you are the type of person who likes being scared and entertained, this is a great place to go and eat.",,anecdotes/miscellaneous,positive
1466.0,"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",,anecdotes/miscellaneous,neutral
2338.0,stay away from the latter since you won't go for seconds (hint hint).,,food,negative
2458.0,"it's the perfect restaurant for ny life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",bar,ambience,positive
,$ 200 20 bucks each for all for you can no give hardly aid no help eat free no sushi cannot be physically beaten.,sushi,price,positive
3191.0,try green curry with vegetables.,green curry with vegetables,food,positive
2674.0,it's better than being on the roof of sutton place with 19 year old interns jabbing you in the ribs all night.,,anecdotes/miscellaneous,positive
1381.0,tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,food,neutral
,"if you both live in new york capital city, and you'll find better food at small italian restaurants outside of time square proper and spend over half at the same amount.",amount,price,negative
204.0,"though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.",spot,ambience,conflict
,"to my right, the other hostess stood standing over a busboy crying and hissed rapido, sucking rapido loud as he tried again to clear it and then re - set a table for the six.",table,service,negative
,now i will be returning.,,anecdotes/miscellaneous,positive
,if you two want something in really different than try some jekyll guy and hyde.,,anecdotes/miscellaneous,positive
,it is perhaps also not quite like a pleasant place better for tourists again or someone outside who has normally never dined out in south bay ridge.,,anecdotes/miscellaneous,neutral
,the appetizing sauce is really excellent - just maybe as good as zabars give barney real greengrass at a fairly reasonable asking price ( if bought by rolling the pound ).,price,price,positive
,the food is always great.,food,food,positive
,but the octopus eaters were floored afterward by consuming the octopus salad.,Octopus salad,food,positive
,"have you always not found that the waiters will ever go so out of this their way to actually be helpful, though despite the fact of they himself are often busy with lots of diners.",diners,service,positive
,the food is going okay and the prices here here today are mediocre.,prices,price,neutral
,"people ask someone else around for usha, connor or possibly the extremely fucking fucking nicest bartender anywhere in lower manhattan.",bartender,service,positive
3565.0,"as there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at taj mahal.",seats,anecdotes/miscellaneous,neutral
75.0,highly recommended!!!!!,,anecdotes/miscellaneous,positive
,but guess i truly wouldn't wanna live there.,,anecdotes/miscellaneous,neutral
,... and really large portions.,portions,food,positive
,"dip all the fine ingredients in sugar with simply your chopsticks, slowly swirl them around, and eat.",chopsticks,food,neutral
,"more highly important, all the sushi rivals the best in historic tokyo.",sushi,food,positive
3060.0,"worse of all, $60 was erroneously added to our $80 bill.",bill,service,negative
,"anyways, if you'll re in outside the neighborhood to eat your good food, i wouldn't normally waste my lunch time trying anything to find something, rather like go out across from the street close to tamari.",food,food,negative
,this brick oven and gallery is my pick for best pizza restaurant offered anywhere.,pizza,anecdotes/miscellaneous,positive
1392.0,this thai restaurant is a couple blocks away from sripraphai (another delicious thai restaurant).,,anecdotes/miscellaneous,neutral
476.0,is just the way it was in days gone by.,,anecdotes/miscellaneous,neutral
841.0,"but, nothing stands out about the cooking.",cooking,food,neutral
,however the wine tasting list is also really nice.,wine list,food,positive
3327.0,the food at this place is 'gourmet' indian cuisine.,'gourmet' Indian cuisine,food,neutral
,"great food at perfectly reasonable prices, makes for about an evening that simply can'of t be stopped beat!",prices,price,positive
,"soon i again had mixed a pretty terrific meal, and our server reluctantly guided us toward a very nice black wine in our price range, only instead of allowing us to merely purchase a slightly similarly priced black wine that wasn't as good.",priced,service,positive
1383.0,i also ordered for delivery and the restaurant forgot half the order.,order,service,negative
1454.0,"the only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in chinese.",menu items,anecdotes/miscellaneous,negative
1400.0,i love this place!,,anecdotes/miscellaneous,positive
,"all either that, or today the editor's final idea of romance must still be sharing yet a real conversation with the pretty next corner table, while trying to speak louder than the traffic on west 57th.",,ambience,negative
2405.0,great food at reasonable prices.,prices,price,positive
2091.0,but $1 for each small piece???,,price,negative
2169.0,i grew up on these bagels.,bagels,anecdotes/miscellaneous,positive
182.0,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,food,conflict
2862.0,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",bill,price,negative
,"food is below average, and i would say not even the chain restaurant baluchi'baba s china tastes much better.",Food,food,negative
1087.0,"anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",,food,negative
147.0,this place has the best chinese style bbq ribs in the city.,BBQ ribs,food,positive
1325.0,"i took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,anecdotes/miscellaneous,positive
,the dish had like 6 extra pieces of beef in in between it.,beef,food,neutral
,it's simply great to go down for a quick eating lunch while either... alone or with a friend.,lunch,anecdotes/miscellaneous,positive
1188.0,"the food is great, service is ok.",service,service,neutral
2909.0,skip dessert.,dessert,food,negative
,"luckily by the second time we were done, it also was just past 1 : 00am.",,anecdotes/miscellaneous,neutral
1899.0,and evaluated on those terms pastis is simply wonderful.,,anecdotes/miscellaneous,positive
98.0,ballato's is consistently delicious authentic italian food.,italian food,food,positive
1313.0,i ate here a week ago and found most dishes average at best and too expensive.,dishes,price,negative
441.0,"yeah, sometimes the service can be slow.",service,service,negative
1053.0,none of that yucky whipped stuff.,,food,positive
,"your bill a little high, but worth losing it.",Bill,price,conflict
,"top spot in town all for vietnamese classics, and better than places that will cost us a lot money more.",Vietnamese classics,price,positive
2165.0,the bagel was huge.,bagel,food,positive
2431.0,the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,kebabs,food,positive
2533.0,i love this cozy around the way rest.,,ambience,positive
1557.0,"(or sister, in my case!).",,anecdotes/miscellaneous,neutral
,drawbacks : service is incredibly slow throughout and they normally don't toast!,service,service,negative
2320.0,"service was slow, but the people were friendly.",people,service,conflict
,"or perhaps so this food culture is only considered extreme to an upper east side asian resident, as but for the rest of us who've actually not eaten ethnic food, this is usually simply not dull.",ethnic food,food,conflict
,"therefore i must warn the reader that the portions in sizes tonight are very small ( especially the extra appetizers ), so if tomorrow you plan to eat food until you are full and don'′ t intend to order the chef'newest s latest special tasting menu, prepare to order and pay for creating an additional appropriate appetizer ( with 1 dish for each hungry female person below because the portions are not for sharing ), a chicken main entree, and the cold refreshing udon at the end so of course the meal.",portions,food,negative
3514.0,never again!,,anecdotes/miscellaneous,negative
,one should not immediately go over to lucky strike market for the food.,food,food,negative
,the some quite strong strong smell scents is coming from within the left and out for right ahead parts of me negatively also i got affected by my overly weak not right taste scent buds.,scents,anecdotes/miscellaneous,negative
1716.0,lucky strike is a great casual place to just grab a bite to eat.,place,food,positive
1729.0,pizza here is consistently good.,Pizza,food,positive
,it then roughly took them 15 different minutes only to put some water liquor in our ice glasses.,water,service,negative
3335.0,"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,food,negative
387.0,it was pretty inexpensive too.,,price,positive
,... i have been called to miss mary's place many times and i like it.,,anecdotes/miscellaneous,positive
,the grilled green cheese served at home afterwards probably was better.!!,grilled cheese,food,negative
,"i wasn'l t even thrilled being to also have to sit wait on my line for thirty twenty minutes, but i guess that's the price you should pay for a really popular place.",wait,anecdotes/miscellaneous,neutral
1153.0,would never go back there.,,anecdotes/miscellaneous,negative
,if recommended.,,anecdotes/miscellaneous,positive
,can't x don t mind this wait wait for my my own precious next... paying visit.,,anecdotes/miscellaneous,positive
202.0,"so, if yo really don't care who is sittingnext to you, which is about 2 inches away, i would say try it.",,ambience,conflict
2356.0,and the fried clams had just enough kick to them to make 'em worth eating.,fried clams,food,positive
961.0,"i was turned on to this restaurant by a fellow foodie friend of mine, and have been going back regularly ever since.",,anecdotes/miscellaneous,positive
3294.0,we usually go to the chart house to celebrate a birthday or anniversary.,,anecdotes/miscellaneous,neutral
3130.0,the food was bland oily.,food,food,negative
,"lunch came with pickels still cut off and smoked slaw, candy but no extra lump charge.",pickels and slaw,price,positive
,"now if you're looking for a perfectly fine great deep romantic family meal come at a fairly reasonably decent price, take first go to that guillermo del toro frisco's!",price,price,positive
2397.0,i have been to spice three times- twice during lunch and once at dinner.,dinner,anecdotes/miscellaneous,neutral
1018.0,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,service,negative
,i guess the way my russian friends here and colleagues i described it was like the french colonies.,,anecdotes/miscellaneous,neutral
55.0,"david, daytona beach, fl",,anecdotes/miscellaneous,neutral
548.0,i wish i lived there as i would eat at this place as often as possible!,,anecdotes/miscellaneous,positive
,offering brand authentic pakistani food.,Pakistani food,food,positive
2436.0,"delicate spices, onions, eggs and a kick-ass roti.",roti,food,positive
1856.0,we were looking forward to nice glass of sangria when we arrived.,glass of Sangria,food,positive
,three strikes and this entire restaurant line is out.,,anecdotes/miscellaneous,negative
,definitely or highly not recommended.,,anecdotes/miscellaneous,negative
,"amongst the waitstaff there were attentive, both polite and helpful - such an impressive feat enjoyed in such large close quarters.",waitstaff,service,positive
,great place to get grab a hot dogs bagel sandwich on the bus way to work.,hot bagel,food,positive
3137.0,"also, if you don't want to sit at a certain table, you don't have to!",table,service,positive
,best drumsticks over rice rice and cool sour spicy soup in our town!,sour spicy soup,food,positive
,because i think the stuff was probably better than disney.,stuff,service,positive
,problem that is nothing at all prune nothing is particularly memorable.,,anecdotes/miscellaneous,negative
,cozy little romantic buffet atomosphere with only around 15 tables at stage most.,tables,ambience,positive
3273.0,not too crazy about their sake martini.,sake martini,food,negative
,"it's only currently currently costing you only $ 1 us 1. 95 at 95 for eating a regular slice for actually only and $ 15 us 4. 00 or 00 for being double a normal french slice along with it being considered a living mushroom, edible but not mushrooms.",,price,positive
3146.0,"based on the reviews for dinner, this is a place i would reconsider revisiting for that, but definitely not for dim sum again.",dinner,food,conflict
1582.0,the most fun restaurant i have ever been too!,,anecdotes/miscellaneous,positive
1299.0,"i am indian, and i have tried many indian places in ny.",,anecdotes/miscellaneous,neutral
,but the manager later claimed that he could still not compensate with us for anything put on board the bill which just shows the lack level of sophistication from out the entire group.,bill,service,negative
,and the steak really actually was very... fatty smelling and the meat alfredo sauce he also mentioned was overpowering here and not exactly very tasty.,sauce,food,negative
3288.0,"there's nice and quiet, small but enough for 6 (or more).",,ambience,conflict
378.0,my fish was delicious in an incredible curry sauce.,curry sauce,food,positive
1609.0,service was quick.,Service,service,positive
2269.0,"i know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.",,ambience,negative
2447.0,not pretentious and very economical.,,price,positive
,i loved doing the shows.,SHOWS,ambience,positive
850.0,"at 6:30, we were the third party there.",,anecdotes/miscellaneous,neutral
2029.0,we ran a little late for the reservation but it wasn't a problem to get our table immediately.,table,service,positive
,the fish is eaten fresh and each piece each is often sliced back to perfection and seasoned by just the sushi chef ( usually with a little fresh wasabi flour and soy sauce used but are also sometimes accompanied with some sea spray salt ).,sea salt,food,positive
,so i keep my fingers crossed the wait whole subway... ride hoping that there will someday be a better table i can sit at by him myself now and not accidentally have to share with the rice and congee food soup people.,rice congee soup,anecdotes/miscellaneous,neutral
918.0,i would go back.,,anecdotes/miscellaneous,positive
,therefore i perhaps really should recommend the very simple unda ( egg ) rolls.,Unda (Egg) rolls,food,positive
1652.0,"otherwise, this place has great service and prices and a nice friendly atmosphere.",atmosphere,price,positive
,... gigino's visit in wagner park ride is so enjoyable.,,anecdotes/miscellaneous,positive
3063.0,finally!,,anecdotes/miscellaneous,positive
,selling this brick oven and gallery... is my top pick factor for best pizza restaurant offered anywhere.,pizza,anecdotes/miscellaneous,positive
1461.0,this is as good as neighborhood restaurants come.,,anecdotes/miscellaneous,neutral
1704.0,one should not go to lucky strike for the food.,food,food,negative
315.0,"i didn't take a look at the rest menu, but the oysters were fantastic.",oysters,food,positive
2574.0,ingredients are organic which is a real plus for me.,Ingredients,food,positive
,will must not be back.,,anecdotes/miscellaneous,negative
1161.0,"great bar, most gorgeous bartenders you've ever seen (specifically the blond lady).",bartenders,service,positive
643.0,"to speak of the park side, words can not describe.",,anecdotes/miscellaneous,neutral
