id,text,aspect_term,aspect_category,polarity
2722,you cannot go wrong at the red eye grill.,,anecdotes/miscellaneous,positive
1547,it appears to be the owner's first venture and it shows.,owner,anecdotes/miscellaneous,negative
2597,"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",pizza,food,positive
1740,i go twice a month!,,anecdotes/miscellaneous,neutral
715,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,menu,food,negative
2160,they have a huge selection of different cream cheeses and all of their salads are great.,salads,food,positive
3437,the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,spaghetti with Scallops and Shrimp,food,positive
939,the food was authentic.,food,food,positive
3140,the dim sum is delectable while the prices are quite easy on the wallet.,prices,price,positive
1714,"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.",dishes,food,positive
337,the worst excuse for japanese food i've ever encountered.,Japanese food,anecdotes/miscellaneous,negative
2027,a million better places to go in the city.,,anecdotes/miscellaneous,negative
595,"if celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",,anecdotes/miscellaneous,conflict
256,okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,,food,negative
764,i ordered a chicken teriyaki dish and found that the chicken was extremely dry.,chicken,food,negative
1375,i love it.,,anecdotes/miscellaneous,positive
613,if you want something really different than try jekyll and hyde.,,anecdotes/miscellaneous,positive
1329,"we had reservations at 9pm, but was not seated until 10:15pm.",reservations,anecdotes/miscellaneous,negative
3198,we had pam's special fried fish and it was amazing.,Pam's special fried fish,food,positive
623,its located in greenewich village.,,anecdotes/miscellaneous,neutral
3325,there is no excuse for such lousy service!,service,service,negative
294,three strikes and this restaurant is out.,,anecdotes/miscellaneous,negative
3375,we bring in a party of ten or so every week.,,anecdotes/miscellaneous,neutral
3304,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,Lobster Bisque,food,positive
3608,"so, a little inconsistency there but either way, both pizzas were really good.",pizzas,food,conflict
3203,"overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",sushi,price,negative
3640,we would return to this place again!,,anecdotes/miscellaneous,positive
3499,not enough wines by the glass either.,wines by the glass,food,negative
694,i had the duck breast special on my last visit and it was incredible.,duck breast special,food,positive
831,i must say it's a little pricey for the food because it was not as spectacular as the view.,food,price,negative
271,these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,food,positive
2677,"just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",bar,ambience,negative
844,no gimmicks here -- the food speaks for itself in its freshness and preparation.,food,food,positive
551,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",wait,service,positive
3709,my wife had the fried shrimp which are huge and loved it.,fried shrimp,food,positive
386,"everything i had was good, and i'm a eater.",,food,positive
1704,one should not go to lucky strike for the food.,food,food,negative
1196,the service is awful--the last time i was there (and i do mean the last time) we were told that they needed our table so we would have to leave.,table,service,negative
3689,we could only get through an appetizer and cheese fondue.,cheese fondue,anecdotes/miscellaneous,neutral
1379,"to me it exemplifies soho, cute, artsy, interesting.",,ambience,positive
2142,"try everything for that matter, it is all good.",,food,positive
3472,both times we waited well over a half hour for a table (even though we had reservations).,reservations,service,negative
2372,happy to be a regular at this place and would warmly recommend it to anyone.,,anecdotes/miscellaneous,positive
3561,i've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants.,,anecdotes/miscellaneous,positive
16,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",wait,service,positive
2253,try the green curry!!!,green curry,food,positive
3425,we had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,food,positive
2698,we were also seated promptly at the time of our reservation and the service was very quick and professional.,reservation,service,positive
2496,"you rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",flavor,service,positive
124,the food there are sastifying.,food,food,positive
2600,i highly recommend to anyone to give this place a try.,,anecdotes/miscellaneous,positive
630,i highly recommend visiting this restaurant and having dinner and drinks!,drinks,food,positive
267,the bar is very well stocked with interesting beers and well priced wines.,priced,food,positive
1804,i agree.,,anecdotes/miscellaneous,neutral
2657,"last memorial day, i tried to make reservations but was told they were closed that weekend (interesting, but...).",reservations,service,negative
920,the food was good.,food,food,positive
2976,"great wine selection, gigondas is worth the price, and the house champagne is a great value.",price,food,positive
2408,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",music,ambience,negative
2237,it just wasn't thai.,,anecdotes/miscellaneous,negative
304,i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way.,fish,anecdotes/miscellaneous,positive
3225,i particularly love their yellowfun tuna and their mussel selection.,mussel selection,food,positive
3154,i love to visit murrays for my bagel fix.,bagel,anecdotes/miscellaneous,positive
2348,"we made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school italian scenery with lots of fun stuff to admire.",dinner reservations,ambience,positive
2971,recommended.,,anecdotes/miscellaneous,positive
921,the place was nice and calm.,place,ambience,positive
532,cheese plate is a varied delight and great bargain at $10.,Cheese plate,price,positive
1972,i could have drank 4 glasses of water and still been parched - so watch out.,glasses of water,food,negative
553,"when we sat, we got great and fast service.",service,service,positive
1681,"most of the servers are very attentive, friendly and quite attractive.",servers,service,positive
2586,i think locals rate this place so high.,,anecdotes/miscellaneous,neutral
1734,service is average.,Service,service,neutral
2558,but they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,specials,food,positive
1522,go girls!!!,,anecdotes/miscellaneous,positive
3683,"they forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",hummus platter,service,negative
2715,"the steak is good, the fish is good and the sushi was surprisingly great.",sushi,food,positive
760,"for asian fusion, there are many places further downtown.",,anecdotes/miscellaneous,neutral
120,old school meets new world.,,anecdotes/miscellaneous,neutral
2295,i am reluctant to write because i would not want my jem of a pizza place to become overcrowded.,pizza,anecdotes/miscellaneous,positive
3513,"the service was poor, restaurant poorly lit, staff not very attentive and i would have rather eaten at a mcdonald's than this joint.",staff,ambience,negative
2880,this is probably one of my new favorite places.,,anecdotes/miscellaneous,positive
2034,"for being number 1, this place has alot of work to do in order to truly earn its so called reputation.",,anecdotes/miscellaneous,negative
3299,"for myself and family we would only go here to celebrate an occassion, i do prefer smaller, quiter restaurants.",,ambience,neutral
1208,the one on the east side is much better than the one on the west side.,,anecdotes/miscellaneous,neutral
2148,they all know you.,,service,positive
2192,"my gf and i still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",sushi,ambience,positive
2020,we ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,food,positive
915,the buffet had a nice selection.,selection,food,positive
1768,waitstaff are very friendly.,Waitstaff,service,positive
302,this restaurant is such a great place.,,anecdotes/miscellaneous,positive
3052,"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.",,ambience,neutral
2956,i've been several times and am totally smitten.,,anecdotes/miscellaneous,positive
569,terrible experience.,,anecdotes/miscellaneous,negative
658,i love the place.,,anecdotes/miscellaneous,positive
1664,service was slow had to wait to order and get food although not crowded.,food,service,negative
3690,will have to return to try the chocolate!,chocolate,anecdotes/miscellaneous,neutral
1274,"it's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",,price,positive
481,there is a real gallery of stars that have visited.,,ambience,neutral
2827,"the food was below average, the service was pathetic, there was no ambience at all.",ambience,ambience,negative
1585,i really enjoyed the shows put on by the actors.,ACTORS,ambience,positive
2163,our first time in new york and we had to try a new york bagel.,New York Bagel,anecdotes/miscellaneous,neutral
3443,service was efficient courteous.,service,service,positive
2108,this one is definintely my least favorite.,,anecdotes/miscellaneous,negative
3452,i have been urged by friends for months to check out the mermaid inn.,,anecdotes/miscellaneous,neutral
412,the miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,flavor,food,negative
3675,"everytime my husband and i go there, we are never disappointed.",,anecdotes/miscellaneous,positive
2154,they are the best bagels i've had.,bagels,food,positive
223,we were not disappointed.,,anecdotes/miscellaneous,positive
1667,i've read some of the previews reviews - people are either not new yorkers or have more appreciation for ambience then food.,food,anecdotes/miscellaneous,neutral
426,"toons has recently been redone, so it's now a very attractive space.",space,ambience,positive
1964,"$160 for 2 filets, 2 sides, an appetizer and drinks.",drinks,price,neutral
3380,"while the prices are nothing special, the portions are huge.",portions,food,positive
3185,"its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",meal,food,positive
2651,"we arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the past!",dinner,anecdotes/miscellaneous,negative
718,"however, i think this place is a good hang out spot.",spot,ambience,positive
2848,"the menu is prix fixe, so be prepared to spend at least $60 per person, but it is well worth itsuperb food.",Prix Fixe,food,positive
596,"rao is a good restaurant, but it's nothing special.",,anecdotes/miscellaneous,neutral
523,the wine list is extensive and impressive.,wine list,food,positive
1497,we had the most wonderful waitress.,waitress,service,positive
2861,"while the staff at this little bistro is very friendly, i have never experienced more incompetency.",staff,service,conflict
2697,the quail was fantastic and unique and the pastas were full of flavor.,flavor,food,positive
876,"when we left at 8:00 pm, it was packed and noisy.",,ambience,negative
248,"okay, so i never write but there doesn't seem to fair balance of positive to negative reviews concerning green bo and it's time to speak up - i live in chinatown.",,anecdotes/miscellaneous,neutral
1116,the zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,butter,food,positive
3001,the staff is courteous and friendly.,staff,service,positive
1058,never fails to please.,,anecdotes/miscellaneous,positive
2067,decor is nice though service can be spotty.,service,ambience,positive
2491,"aside from the rushed service, we were very impressed with the food and the drinks.",drinks,service,negative
2703,will absolutely visit again.,,anecdotes/miscellaneous,positive
1045,make sure you have the spicy scallop roll.. .,Spicy Scallop roll,food,positive
2895,i would highly recommend this place to anyone who is looking for a fine indian dining experience that is definitely a value for your dollar.,Indian dining experience,food,positive
59,and even with it's pub atmosphere they were great to my kids too!,Pub atmosphere,ambience,conflict
1650,this big draw is the all you can sushi here for $19.95!,sushi,price,positive
1432,i consider the best grand sichuan restaurant in nyc.,,anecdotes/miscellaneous,positive
1527,we spent 50 $$ definetly will come back with my friends!!!,,price,positive
1926,went to village last night for my birthday.,,anecdotes/miscellaneous,neutral
1835,"some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",order,service,negative
208,the specials are usually quite good too.,specials,food,positive
1023,they've the best desserts and mixed drinks as well as snack foods.,snack foods,food,positive
85,try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,dulce de leche gelato,food,positive
2388,that's good and bad.,,anecdotes/miscellaneous,conflict
609,really cool stauff inside.,stauff,ambience,positive
3417,"while the new restaurant still features much of the same classical furniture that made tiffin so attractive, the menu has been overhauled.",menu,food,negative
602,the best burger i have had in the village.,burger,food,positive
909,we visited orsay during ny restaurant week and tried their $35 menu.,menu,anecdotes/miscellaneous,neutral
488,i would have gotten some cole slaw and a knish if my stomach had more space.,knish,food,positive
804,"came here for restaurant week, didn't save much, but it was still great.",,price,conflict
1153,would never go back there.,,anecdotes/miscellaneous,negative
769,three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,anecdotes/miscellaneous,neutral
3026,"the blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,ambience,positive
661,there is usually a wait but it is well worth it.,wait,anecdotes/miscellaneous,conflict
1437,"be careful, when they say spicy, they mean it!",,anecdotes/miscellaneous,neutral
2532,your money could easily be better spent elsewhere (anywhere).,money,anecdotes/miscellaneous,negative
1062,"only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",bagel,service,negative
552,as always we had a great glass of wine while we waited.,glass of wine,food,positive
1953,bring your appetites.,,anecdotes/miscellaneous,neutral
1722,"the wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,service,positive
1218,"of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",bagel,ambience,negative
509,service was very good and warm.,Service,service,positive
2318,for dinner i had the chicken tikka-masala and some garlic naan.,dinner,food,neutral
2676,cornelia street looks like a broadway set for west side story and the inside of po is so cool quaint you really can't top the setting for a romantic dinner in nyc.,setting,ambience,positive
1965,"like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",,service,negative
597,"seriously, this place kicks ass.",,anecdotes/miscellaneous,positive
3317,food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when i went.,view,ambience,positive
1745,"also, because it is so thin, it gets cold very quickly and its not that filling.",,food,negative
3527,the food is nothing like its menu description.,menu description,food,negative
1387,try the pad se-ew or chicken with cashew nuts for a memorable and repeatable experience.,Chicken with Cashew Nuts,food,positive
3629,it's just o.k. pizza.,pizza,food,neutral
2168,i loved it and would highly recommend.,,anecdotes/miscellaneous,positive
3023,i've been here twice now.,,anecdotes/miscellaneous,neutral
594,"the food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, i thought it was just annoying.",ambience,ambience,conflict
1587,the best place to bring kids or any friends who want to do something different.,,anecdotes/miscellaneous,positive
2620,"the service was a bit slow, but they were very friendly.",service,service,conflict
3106,"however, i do not understand the extraordinary hype about this restaurant.",,anecdotes/miscellaneous,negative
262,it's a small cute restaurant.,,ambience,positive
606,i will be returning.,,anecdotes/miscellaneous,positive
2871,"leon is an east village gem: casual but hip, with well prepared basic french bistro fare, good specials, a warm and lively atmosphere.",French bistro fare,ambience,positive
46,the food is above average for midtown and sligtly better than some of the other heartland breweries in the city.,food,food,positive
656,thius is a must for anyone who loves shabu-shabu.,Shabu-Shabu,food,positive
1301,the food was absolutely horrible!,food,food,negative
1559,food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,Food,food,conflict
3648,restaurant was dirty and unkempt.,,ambience,negative
3705,nice place though.,,anecdotes/miscellaneous,positive
1051,warning: you may find it difficult to dine at other japanese restaurants after a visit to mizu!,,anecdotes/miscellaneous,positive
3539,"similar to other indian restaurants, they use the dinner special to attract customers at the door.",dinner special,anecdotes/miscellaneous,neutral
1648,it is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,,ambience,conflict
3134,"the people with carts of food don't understand you because they don't speak english, their job is to give you the delicious food you point at.",people with carts of food,food,positive
2643,"the crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",crackling calamari salad,food,positive
1655,"not the greatest sushi place, but excellent for a $19.95 all you can eat.",sushi place,price,positive
1935,"shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",group dinner,anecdotes/miscellaneous,positive
1254,the thai ice tea was amazingly smooth and yummy!,Thai ice tea,food,positive
3021,we've never had any problems with the staff but maybe we've been lucky?,staff,service,positive
1665,drinks way over priced.,priced,price,negative
2432,the main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,guy,service,negative
2230,what i didn't like was how the food came right after it was ordered.,food,food,negative
2381,"but warning: to all those that use this site be weary, be very weary of recommendations.",,anecdotes/miscellaneous,negative
574,moderate prices.,prices,price,neutral
625,we had a great time at the jekyll and hyde pub last night.,,anecdotes/miscellaneous,positive
1484,try it side by side and there's no comparison.,,anecdotes/miscellaneous,positive
3229,i think i've had some the best meals of my life at minnow.,meals,food,positive
1852,my biggest complaint was the un-tasty food although presented well.,food,food,conflict
3053,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",,ambience,neutral
3630,so sorry i can't rate this better.,,anecdotes/miscellaneous,neutral
2070,"most importantly, food is excellent.",food,food,positive
2788,buon appetito!,,anecdotes/miscellaneous,positive
2671,"great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",music,ambience,conflict
3618,"if we were to move from the upper east side, we would genuinely miss this restaurant.",,anecdotes/miscellaneous,positive
335,"the best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",manager,service,positive
2416,"ok, for all of us growing up in the village of nyc, we have spoiled by a plethora of restaurants, most of which stay open very late.",,anecdotes/miscellaneous,neutral
1845,"however, service was as plain as sesame crusted salmon i had.",sesame crusted Salmon,food,neutral
3622,i would highly recommend it.,,anecdotes/miscellaneous,positive
149,it's great to go for a quick lunch either alone or with a friend.,lunch,anecdotes/miscellaneous,positive
3571,the food was mediocre at best but it was the horrible service that made me vow never to go back.,service,service,negative
1765,lloovve this place.,,anecdotes/miscellaneous,positive
877,so some of the reviews here are accurate about the crowd and noise.,noise,anecdotes/miscellaneous,neutral
2415,"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting.",setting,price,positive
3453,"finally, after all the raving i went to check it out with one of my enthusiastic friends this last saturday night and let me tell you its all its cracked up to be.",,anecdotes/miscellaneous,positive
1243,"place should also have a 1,2,3 chili rating to be more authentic...",,anecdotes/miscellaneous,neutral
8,"the service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",served,service,negative
2670,went last thursday.,,anecdotes/miscellaneous,neutral
781,i love this place more and more everytime i go.,,anecdotes/miscellaneous,positive
258,i go and eat out at many different restaurants and this is one place you have go and try.,,anecdotes/miscellaneous,positive
1713,"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,price,negative
946,"we only ordered desserts and drinks, but no refills were offered.",drinks,service,negative
697,saul is the best restaurant on smith street and in brooklyn.,,anecdotes/miscellaneous,positive
452,waiters are slow but sweet.,Waiters,service,conflict
303,"i have been here a few times for dinner, once for brunch and twice for lunch.",lunch,anecdotes/miscellaneous,neutral
549,we went to ino for valentines.,,anecdotes/miscellaneous,neutral
982,"the real kicker of the menu, however, is the beef cubes or the chicken with chili and lemon grass.",chicken with chili and lemon grass,food,positive
3354,"it was good, but was not what i thought it would be.",,anecdotes/miscellaneous,conflict
1323,the music is the best among all the indian restaurants i have visited.,music,ambience,positive
2899,"the bread and lamb chops i had before the meal were quite good, however.",meal,food,positive
1831,"he always says, i don't have customers.",,anecdotes/miscellaneous,neutral
584,rao's has the best service and atmosphere in nyc.,atmosphere,ambience,positive
2906,instead ordered an ice cold beer which to me works with indian.,beer,anecdotes/miscellaneous,neutral
3645,good for dates or with friends.,,anecdotes/miscellaneous,positive
3048,"they never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",dishes,service,negative
1322,one of the best chicken tikka masala.,Chicken Tikka Masala,food,positive
2089,"excellent dumplings served amid clean, chic decor.",decor,ambience,positive
184,"the kitchen however, is almost always slow.",kitchen,service,negative
3697,"the corned beef and pastrami are excellent, much less fatty than those big tourist places around times square.",pastrami,food,positive
2364,"cute place, nice wait staff but would never go there again.",place,ambience,positive
1573,we had a good time.,,anecdotes/miscellaneous,positive
1328,"also, the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected, but a truly above and beyond thing to do...",hostess,service,positive
3588,people are rude bit again it's new york!,people,service,conflict
2082,we all felt it was worth it.,,price,positive
1482,"the plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",toppings,food,positive
1372,service was also horrible and the ambience is not that great.,ambience,ambience,negative
1602,"service is great, takeout is good too.",takeout,service,positive
873,"based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 pm.",,anecdotes/miscellaneous,neutral
1473,the pizza is overpriced and soggy.,pizza,price,positive
929,"everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",view,ambience,positive
2738,"you'll pay at least double at any other italian restaurant in the city, and most still don't compare.",,price,positive
1675,"for the quality of food, a little too expensive.",quality of food,food,negative
321,came looking for this place because i heard good things.,,anecdotes/miscellaneous,neutral
249,i live on the street this place is on.,,anecdotes/miscellaneous,neutral
3646,horrible.,,anecdotes/miscellaneous,negative
3220,here's to the fake fish tanks too...,fish tanks,ambience,negative
2395,its worth the wait though.,wait,anecdotes/miscellaneous,positive
2746,i've never had bad service and the fish is fresh and delicious.,fish,service,positive
2718,"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",Lobster Cobb Salad,ambience,positive
2063,we decided to eat in tea room which was small and cute.,tea room,ambience,positive
2691,what an amazing meal and experience!,meal,food,positive
350,unique apppetizers.,apppetizers,food,positive
2892,"the staff has always been attentive and kind, and i've always been amazed at how they've handled all the various different group sizes that come in.",staff,service,positive
3227,it is the best deal in town for a monday night dinner at a fine restaurant.,dinner,price,positive
1692,nothing special about this place.,,anecdotes/miscellaneous,neutral
3684,"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",side,price,negative
3556,and never strayed.,,anecdotes/miscellaneous,positive
2104,"the wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for chinatown) alternative.",tables,ambience,positive
3612,leave the kids at home!,,anecdotes/miscellaneous,neutral
2037,"this place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",indian food,food,neutral
693,"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",decor,ambience,positive
2634,and all of that won't break your bank!,,price,positive
3184,the thai food is good.,Thai food,food,positive
2752,just moved to the neighborhood and we've been trying all the west village sushi restaurants.,,anecdotes/miscellaneous,neutral
519,"great selection of wine, and seafood.",seafood,food,positive
2369,delicious.,,food,positive
379,acceptable prices.,prices,price,positive
726,big thumbs up!,,anecdotes/miscellaneous,positive
3005,we were seated at the sushi bar in front of yasuda.,sushi bar,anecdotes/miscellaneous,neutral
3490,we have lived in chelsea for two years and have never noticed this restaurant.,,anecdotes/miscellaneous,neutral
3035,"as i made the title, it's an affordable restaurant for great taste.",taste,price,positive
1068,they even scoop it out nice (for those on a diet) not too much not to little.,,service,positive
2233,definitely not worth the price!,price,price,negative
905,"orsay, is a very pleasnt throw back to traditional french food, and french service as well.",service,service,positive
2965,it's easy to get a table for a large group and you don't get hustled out.,table,service,positive
2405,great food at reasonable prices.,prices,price,positive
1730,salads are a delicious way to begin the meal.,meal,food,positive
1120,"i ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.",Thai flavors,food,positive
1193,that's why you have to pay more for that.,,anecdotes/miscellaneous,neutral
3314,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,view,ambience,positive
1889,i loved it.,,anecdotes/miscellaneous,positive
2286,"they're are better taiwanese restaurants and they are located in flushing, queens.",,anecdotes/miscellaneous,neutral
3516,the prices are about $9 for an entree for dinner and even less for lunch.,lunch,price,positive
2799,and you can't beat the prices.,prices,price,positive
1126,but i wouldn't wanna live there.,,anecdotes/miscellaneous,neutral
1783,arigato gozimas yuka!,,anecdotes/miscellaneous,neutral
1668,should you happen to be impressed by the cuisine definitely try it.,cuisine,food,positive
3264,"i had the black cod with yuzu sauce, which was wonderful.",black cod with yuzu sauce,food,positive
2922,prices too high for this cramped and unappealing resturant.,Prices,ambience,negative
2506,tuk tuk is one of the rare choices for me to go in brooklyn.,,anecdotes/miscellaneous,positive
2641,this quiet dark asian bistro is well worth the trip.,,anecdotes/miscellaneous,positive
497,i knew upon visiting nyc that i wanted to try an orginal deli.,,anecdotes/miscellaneous,neutral
422,i would highly recommend this place!,,anecdotes/miscellaneous,positive
1357,total hipster-wannabe attitude in an otherwise sweet spot.,spot,ambience,positive
1670,"yes, there might be a wait if you have no reservations.",reservations,service,negative
122,thank you emilio.,,anecdotes/miscellaneous,positive
2054,first of all dal bukhara rocks.,,anecdotes/miscellaneous,positive
189,"everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",wait,service,negative
1941,- i asked for them spicy and they were delicious).,,food,positive
1410,"it is terrific, as is the value.",,price,positive
1488,the sicilian is my favorite it is moist not dry like most places but all their pizza is great!,sicilian,food,positive
2190,downstairs lounge is always a good attraction,Downstairs lounge,ambience,positive
2653,the menu prices are a bit expensive for what you get in quality and portion size.,portion size,food,negative
2973,"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",service,service,positive
365,"(food was delivered by a busboy, not waiter) we got no cheese offered for the pasta, our water and wine glasses remained empty our entire meal, when we would have easily spent another $20 on wine.",meal,service,negative
136,the takeout is great too since they give high quality tupperware as well.,takeout,service,positive
2236,"the food was not fresh, the sauces were bland and very oily.",sauces,food,negative
274,"off the beaten path, this jewel of a restaurant shines just one block away from the plethora of 6th street indian restaurants.",,anecdotes/miscellaneous,positive
2483,could be pricey without a prix fixe meal.,prix fixe meal,price,negative
1096,this is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,spot,ambience,positive
261,i would defiantly come back here again as one of my top choices.,,anecdotes/miscellaneous,positive
2366,one of us actually liked the expresso - that's it.,expresso,food,conflict
2331,everyone was more then happy with his choices.,,service,positive
3275,"again, the waitress was awesome.",waitress,service,positive
3232,worth the trip from manhattan.,,anecdotes/miscellaneous,positive
1591,i loved everythig about it-especially the shows and actors.,actors,ambience,positive
2240,the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,meals,service,positive
799,"the food was just ok, i would never go back.",food,anecdotes/miscellaneous,negative
2923,zero ambiance to boot.,ambiance,ambience,negative
854,got a little loud after 8pm when the joint got full.,,ambience,negative
2854,scalina fedeli reminded me why service is so integral to fine dining.,dining,service,positive
3392,i recommend the thai popcorn :),thai popcorn,food,positive
592,i can't wait for the nex time.,,anecdotes/miscellaneous,positive
1844,"everything looks great, the drinks, the decor, the food, even the people.",food,ambience,positive
2859,as soon as my father lifted his pen from the check a chef appeared to usher us out.,check,service,negative
2431,the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,kebabs,food,positive
2999,great neighborhood joint.,,anecdotes/miscellaneous,positive
741,the tuna and wasabe potatoes are excellent.,wasabe potatoes,food,positive
775,the only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,coat check girls,service,negative
800,my fiance took me to scopa last week for my birthday and i couldn't believe the food.,food,food,positive
896,ummm...the beer was cold.,beer,food,positive
446,i take all my nyc guests to vt's.,,anecdotes/miscellaneous,positive
2958,"it is sometimes a little cramped, and can get a little warm, but hello, it's nyc!",,ambience,conflict
1618,"we had great desserts (including the best cannoli i've ever had) and then they offered an after dinner drink, on the house.",after dinner drink,service,positive
2254,"good crowd, good outdoor seating, with a hip japanese vibe.",vibe,ambience,positive
894,"even with the prix fixe pricing, this restaurant is not worth it.",prix fixe pricing,anecdotes/miscellaneous,negative
1800,"we asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",area,service,negative
3253,"good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",owners,anecdotes/miscellaneous,positive
2411,"however, their popularity has yet to slow down, and i still find myself drawn to their ambiance and delectable reputation.",ambiance,ambience,positive
3139,"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",brunch,ambience,positive
2667,"the halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,service,negative
1002,"the view is spectacular, and the food is great.",food,ambience,positive
1181,"the place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and i got our food, the line reached the door.",food,ambience,conflict
1052,good bagels and good cream cheese.,cream cheese,food,positive
2832,"the food is wonderful, tasty and filling, and the service is professional and friendly.",service,service,positive
265,it is also extremely well priced.,priced,price,positive
1739,always great service!,service,service,positive
2057,i am happy i did the food was awsome.,food,food,positive
1113,i have been in many restaurants all over the city and roth's steakhouse has quickly become one of my favorites.,,anecdotes/miscellaneous,positive
883,"we ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",meat,food,negative
